imgid, x_gt, y_gt, z_gt, omega_gt, phi_gt, kappa_gt, x_gps, y_gps, z_gps, 
43111,465590.507254,5248212.543502,480.173030,-88.592110,-38.363087,-179.634332,465586.878632,5248214.068375,481.553009, 
43141,465589.669435,5248212.470138,480.249152,-88.747234,-40.571089,-179.749008,465586.217244,5248213.260947,482.138000, 
43171,465588.903410,5248212.373724,480.302295,-88.705512,-42.489182,-179.830198,465585.941694,5248212.606849,482.854004, 
43201,465588.145173,5248212.245796,480.258130,-88.849473,-42.647207,-179.778381,465585.697763,5248212.197068,483.598999, 
43231,465587.456417,5248212.039764,480.305187,-88.671228,-39.558887,-179.359150,465585.750335,5248212.152305,483.738007, 
43261,465586.942911,5248211.871268,480.254678,-88.792461,-38.050175,-178.999984,465585.606155,5248212.019785,483.613007, 
43291,465586.735286,5248211.832274,480.128690,-88.642582,-36.816314,-178.712261,465585.531391,5248212.142475,482.815002, 
43321,465586.736909,5248211.918171,480.067612,-88.643992,-33.984362,-178.438444,465585.388966,5248212.310014,482.433990, 
43351,465586.877063,5248212.115318,479.993868,-88.612545,-36.776872,-178.695643,465584.912755,5248212.190552,482.722992, 
43381,465587.001463,5248212.383280,479.890931,-88.552144,-39.440959,-179.066711,465584.724455,5248212.258340,482.597992, 
43411,465587.003411,5248212.670885,479.739191,-88.712583,-40.086465,-179.187150,465584.624911,5248212.014416,482.684998, 
43441,465586.769728,5248212.966456,479.657789,-88.749929,-38.553367,-179.078050,465584.654900,5248211.980901,482.790009, 
43471,465586.493240,5248213.312695,479.700495,-88.936474,-45.560980,-179.874340,465584.722893,5248211.991617,482.618011, 
43501,465586.080747,5248213.408565,479.744969,-88.836151,-43.098521,-179.588651,465584.859528,5248212.124178,482.427002, 
43531,465585.643572,5248213.320090,479.890841,-88.900136,-40.437248,-179.149735,465584.889264,5248212.046211,482.579987, 
43561,465585.428101,5248213.189933,479.926519,-88.330590,-40.269842,-179.018108,465585.008726,5248211.823236,481.911011, 
43591,465585.454286,5248213.088181,479.927649,-87.826964,-38.779342,-178.867106,465585.203593,5248211.588708,482.032990, 
43621,465585.599473,5248213.101221,479.900824,-87.899278,-41.749859,-179.247381,465585.354931,5248211.654504,481.625000, 
43651,465585.643235,5248213.132510,479.883967,-88.166569,-40.706132,-179.236470,465585.349471,5248212.010173,481.105988, 
43681,465585.548148,5248212.949854,479.908201,-88.125335,-42.624696,-179.432162,465585.056742,5248212.289731,480.612000, 
43711,465585.556986,5248212.732325,479.913665,-88.052276,-42.460149,-179.274969,465584.762974,5248212.391478,480.411011, 
43741,465585.650894,5248212.726173,479.902969,-88.043500,-41.306206,-178.976661,465584.295029,5248212.394219,480.234009, 
43771,465585.861149,5248212.979031,479.852895,-87.770801,-44.504150,-179.330768,465584.199774,5248212.883779,480.246002, 
43801,465585.922507,5248213.363375,479.684337,-88.039718,-45.511287,-179.519124,465584.246687,5248213.161351,480.265991, 
43831,465585.692831,5248213.493036,479.689614,-88.073695,-44.093275,-179.424501,465584.466011,5248213.237863,480.285004, 
43861,465585.294027,5248213.558517,479.799117,-88.274206,-44.200462,-179.550032,465584.972551,5248213.379370,479.878998, 
43891,465584.799241,5248213.642162,479.902107,-88.088406,-42.326915,-179.241924,465585.071781,5248213.567722,480.048004, 
43921,465584.486462,5248213.892209,479.914336,-88.042315,-43.618127,-179.303192,465585.111850,5248213.967585,479.941986, 
43951,465584.310273,5248213.968767,479.888402,-88.408700,-38.447638,-178.567712,465585.091226,5248214.312228,479.720001, 
43981,465584.484416,5248213.965329,479.859219,-88.661959,-19.479567,-176.834809,465585.417924,5248214.677074,478.830994, 
44011,465584.892753,5248214.059242,479.792583,-89.131707,-1.381217,-175.670725,465585.690351,5248214.797728,478.799011, 
44041,465585.089471,5248214.305148,479.651719,-90.626726,22.740877,-173.749892,465586.097593,5248214.739774,478.473999, 
44071,465585.022196,5248214.755023,479.635831,-93.851623,49.550720,-170.035006,465586.571917,5248214.536949,478.450012, 
44101,465585.022190,5248215.027010,479.574416,-95.285261,56.704382,-168.742078,465587.055218,5248214.578572,477.769989, 
44131,465585.135426,5248215.178282,479.409670,-94.943718,57.224698,-169.203186,465587.198498,5248214.555506,477.567993, 
44161,465585.379940,5248215.123503,479.255777,-94.345733,56.532351,-169.995956,465587.487252,5248214.887228,476.884003, 
44191,465585.591155,5248214.877168,479.223090,-92.925429,55.507230,-171.846407,465587.150411,5248215.367092,476.703003, 
44221,465585.684735,5248214.572426,479.214341,-92.614868,54.871273,-172.338229,465586.615709,5248215.570270,476.363007, 
44251,465585.639092,5248214.320134,479.228116,-91.947577,53.438692,-173.354320,465586.162465,5248215.506241,476.533997, 
44281,465585.607817,5248214.130841,479.195980,-91.830669,53.578750,-173.614175,465586.124532,5248215.473123,476.731995, 
44311,465585.582320,5248214.068396,479.158494,-91.468517,53.957747,-174.356740,465586.402622,5248215.271449,477.010010, 
44341,465585.251518,5248214.199335,479.240076,-90.941083,54.404612,-175.222779,465586.319010,5248215.171913,477.661011, 
44371,465584.723781,5248214.416631,479.435262,-90.076643,53.110780,-176.830391,465586.077554,5248215.184441,478.114014, 
44401,465584.363711,5248214.573253,479.532426,-89.785339,50.293931,-177.299777,465585.964079,5248215.140650,478.007996, 
44431,465584.419998,5248214.483419,479.484992,-89.736424,48.401453,-177.494000,465585.889840,5248215.352246,478.002014, 
44461,465584.544662,5248214.294320,479.406522,-89.696609,49.049967,-177.616961,465585.498802,5248215.599036,478.088989, 
44491,465584.497231,5248214.251143,479.365183,-89.547122,47.312746,-178.025753,465585.076985,5248215.745988,478.201996, 
44521,465584.275253,5248214.171539,479.456119,-89.374081,47.492372,-178.230249,465584.700131,5248215.837106,478.674988, 
44551,465584.105164,5248214.093886,479.448002,-89.443667,45.941759,-178.335522,465584.360229,5248215.794639,478.739990, 
44581,465584.044204,5248214.172231,479.397924,-89.443215,44.384953,-178.604736,465583.914924,5248215.797247,479.087006, 
44611,465583.730101,5248214.390772,479.462138,-89.186755,47.670072,-178.599254,465583.424723,5248215.866803,480.044006, 
44641,465583.351162,5248214.416421,479.693775,-89.269386,54.286599,-177.895621,465583.238314,5248216.256876,479.703003, 
44671,465583.061441,5248214.544385,479.930140,-89.307656,54.109568,-178.033543,465582.886515,5248216.759052,479.878998, 
44701,465582.905977,5248214.735743,479.898465,-89.185477,52.936073,-178.361582,465582.480765,5248217.072613,479.825012, 
44731,465582.728254,5248214.978902,479.809560,-88.933133,51.986805,-178.847058,465582.287137,5248217.518302,479.546997, 
44761,465582.457117,5248215.256414,479.784504,-88.571725,50.135747,-179.597269,465581.879826,5248217.565141,479.369995, 
44791,465582.112167,5248215.556179,479.780975,-88.890341,51.375340,-179.094722,465581.782750,5248217.743529,479.446014, 
44821,465581.737332,5248215.972941,479.821480,-88.469262,54.141139,-179.608517,465581.814956,5248218.087867,479.399017, 
44851,465581.479780,5248216.442542,479.820659,-88.078007,53.232457,179.672731,465581.726409,5248218.432914,479.255005, 
44881,465581.347807,5248216.855437,479.782742,-87.967882,51.671003,179.384726,465580.891816,5248217.693179,479.212982, 
44911,465581.139737,5248217.197420,479.724718,-87.413595,53.187845,178.950342,465580.400060,5248217.496012,479.358002, 
44941,465580.963528,5248217.478528,479.697925,-87.564584,52.341471,178.955507,465580.349630,5248217.907516,479.321014, 
44971,465580.812748,5248217.779274,479.622675,-87.334365,51.882151,178.564207,465579.310407,5248217.024504,478.687988, 
45001,465580.554253,5248217.940382,479.502774,-87.219269,51.898511,178.626577,465578.332673,5248216.330066,478.641998, 
45031,465580.200779,5248217.909269,479.474036,-87.532700,51.642428,179.090314,465577.782810,5248216.522220,478.696014, 
45061,465579.824149,5248217.999272,479.400641,-87.617798,52.103188,179.281042,465577.317011,5248216.891702,478.372986, 
45091,465579.485518,5248218.134406,479.281208,-87.568247,51.131424,179.033042,465576.735394,5248216.817311,478.179993, 
45121,465579.144131,5248218.309626,479.169459,-87.475756,51.144410,178.953324,465576.018508,5248216.843739,478.250000, 
45151,465578.779591,5248218.604458,479.139659,-87.171910,52.900695,178.802467,465575.356144,5248217.158808,479.019989, 
45181,465578.403378,5248218.981566,479.171781,-87.058029,56.052790,178.834580,465574.736600,5248217.051299,479.165985, 
45211,465578.062419,5248219.457227,479.160715,-90.180434,56.955900,-178.512226,465574.118945,5248217.266078,479.009003, 
45241,465577.771308,5248219.953431,479.103611,-92.165970,58.910172,-176.435148,465573.720031,5248217.457350,478.515015, 
45271,465577.477654,5248220.438831,479.123107,-92.042550,59.265467,-176.566470,465573.359169,5248217.703964,478.473999, 
45301,465577.109879,5248220.940785,479.205622,-77.950216,58.546177,171.280986,465573.013552,5248217.972719,477.822998, 
45331,465576.669130,5248221.336086,479.430090,-73.946792,58.455107,167.581624,465572.675540,5248218.252545,477.506989, 
45361,465576.213814,5248221.794085,479.514541,-71.369770,62.346019,164.670468,465572.588555,5248218.864310,476.446014, 
45391,465575.848886,5248222.128142,479.461841,-69.708507,65.651567,162.981381,465572.289842,5248219.410634,476.424011, 
45421,465575.605154,5248222.537706,479.276479,-69.789550,65.117290,162.616208,465571.939340,5248220.135078,476.199005, 
45451,465575.333474,5248222.980972,479.027024,-69.512913,65.893563,162.133954,465571.893023,5248221.246730,476.846008, 
45481,465575.114120,5248223.490147,478.850815,-70.684126,64.541085,162.708137,465572.201429,5248222.356294,477.699005, 
45511,465574.867567,5248223.995019,478.770722,-71.510734,63.659947,163.675588,465572.396947,5248223.522092,478.032990, 
45541,465574.492145,5248224.532153,478.777061,-70.714209,63.961870,162.260954,465572.438332,5248224.144219,477.329987, 
45571,465574.128899,5248225.059368,478.806847,-71.127662,63.460647,162.393664,465571.493267,5248223.871913,476.667999, 
45601,465573.767744,5248225.621482,478.824585,-70.428392,64.758718,161.687975,465570.677675,5248223.798895,476.437012, 
45631,465573.488966,5248226.219819,478.849722,-70.636245,64.361176,161.656094,465570.736699,5248224.854353,475.994995, 
45661,465573.220462,5248226.842695,478.836103,-71.574381,63.823254,162.545550,465571.082980,5248225.985928,475.675995, 
45691,465572.843338,5248227.352572,478.814974,-72.070971,63.212495,162.827458,465570.746271,5248226.488019,475.295990, 
45721,465572.389399,5248227.833180,478.750239,-72.479491,63.094585,163.153833,465570.585115,5248227.322492,475.402008, 
45751,465571.909784,5248228.299885,478.758052,-72.673397,63.319348,163.292906,465570.496889,5248229.012302,474.303009, 
45781,465571.494763,5248228.766784,478.869142,-72.849482,63.192279,163.338111,465570.396303,5248229.879763,474.260010, 
45811,465571.075071,5248229.189833,478.993697,-73.152301,62.929723,163.574048,465570.769197,5248231.689117,474.072998, 
45841,465570.730274,5248229.630245,479.118260,-73.665954,62.090255,163.825844,465570.222985,5248232.503621,474.550995, 
45871,465570.456628,5248230.234254,479.089392,-73.836618,62.202099,163.935528,465569.751915,5248233.262117,475.437988, 
45901,465570.283966,5248230.787760,478.974628,-74.538436,61.349674,164.463043,465569.166203,5248233.776780,474.963989, 
45931,465570.060709,5248231.303470,478.807997,-74.038277,60.708370,163.446787,465568.852206,5248234.289852,474.996002, 
45961,465569.827631,5248231.828459,478.606921,-74.359222,60.686456,163.711909,465568.302870,5248234.570914,475.406006, 
45991,465569.574256,5248232.389877,478.504714,-74.368000,60.653707,163.606199,465568.317387,5248235.759997,475.635986, 
46021,465569.245014,5248232.981438,478.457277,-74.591995,59.913959,163.700658,465568.208402,5248236.483032,475.447998, 
46051,465568.864012,5248233.580812,478.431305,-74.875851,60.003236,164.087783,465568.334306,5248237.360281,475.627014, 
46081,465568.499421,5248234.126693,478.369756,-75.026958,59.022394,164.143391,465568.330672,5248238.027128,475.791992, 
46111,465568.057629,5248234.560901,478.284175,-74.513204,58.346282,163.046430,465568.251290,5248238.649962,475.851990, 
46141,465567.560442,5248234.983978,478.177016,-74.441590,58.660220,163.008754,465567.825251,5248239.363736,476.161011, 
46171,465567.005224,5248235.385747,478.215601,-75.450404,57.644334,164.051795,465567.367723,5248239.855422,475.941986, 
46201,465566.587189,5248235.956237,478.338848,-75.226396,58.629765,164.105286,465566.965749,5248240.813559,476.218994, 
46231,465566.435001,5248236.552405,478.376896,-74.838076,58.808678,163.921127,465566.660273,5248241.493289,477.072998, 
46261,465566.397894,5248237.093555,478.451217,-73.823836,60.134143,162.907644,465566.195654,5248242.062812,477.450012, 
46291,465566.275612,5248237.763190,478.523835,-74.590463,59.249675,163.710158,465565.459898,5248242.733950,477.244995, 
46321,465566.027993,5248238.341108,478.545821,-75.060652,58.675405,164.197161,465564.918178,5248243.026084,476.990997, 
46351,465565.750897,5248238.902605,478.530457,-74.768454,58.929653,163.875748,465564.584719,5248242.794646,476.575989, 
46381,465565.504642,5248239.533924,478.572401,-73.741983,60.277187,162.945442,465564.253476,5248242.941064,476.011993, 
46411,465565.233036,5248240.194022,478.825538,-74.128701,59.331301,163.338572,465563.617988,5248242.689174,475.955994, 
46441,465564.809070,5248240.850697,479.085441,-73.863079,59.196522,163.058614,465563.438607,5248242.990299,476.157990, 
46471,465564.337666,5248241.415061,479.268544,-74.529107,58.350142,163.785911,465563.070470,5248243.281408,475.959015, 
46501,465563.900174,5248241.909997,479.360922,-74.007243,58.968770,163.296609,465562.253973,5248243.052808,475.665985, 
46531,465563.566002,5248242.377817,479.406641,-73.809779,59.150409,163.146930,465561.787593,5248243.322271,475.127014, 
46561,465563.238352,5248242.794525,479.349114,-74.079560,57.769312,163.156369,465561.323424,5248243.969587,475.562012, 
46591,465562.857332,5248243.020978,479.204996,-73.505961,58.199028,162.705354,465561.063105,5248244.626825,476.052002, 
46621,465562.563343,5248243.253842,479.045852,-74.066442,57.881555,163.261941,465561.408143,5248245.547244,476.990997, 
46651,465562.232520,5248243.573538,478.894050,-74.338235,56.199476,163.050598,465561.692676,5248246.445793,477.963013, 
46681,465561.803062,5248243.874900,478.743638,-74.967856,54.571470,163.566815,465561.750008,5248247.212298,478.144989, 
46711,465561.308361,5248244.229814,478.498745,-74.633458,55.263564,163.294109,465561.678051,5248247.812868,477.747009, 
46741,465561.011454,5248244.677774,478.107417,-75.512024,54.001290,164.211972,465561.142957,5248247.949367,477.045013, 
46771,465560.609745,5248245.005772,477.803288,-76.221754,52.156987,165.030685,465560.851929,5248248.517874,476.794006, 
46801,465560.414975,5248245.395427,477.664641,-76.544352,53.446457,165.801307,465560.781535,5248249.385156,477.118988, 
46831,465560.533608,5248245.948015,477.758351,-75.857432,56.208111,165.562274,465560.648741,5248249.908283,476.247986, 
46861,465560.636306,5248246.660269,477.941814,-76.769548,53.898024,166.250587,465560.422395,5248251.209918,476.786011, 
46891,465560.427174,5248247.300335,478.038218,-76.879983,52.787397,166.421309,465559.806162,5248251.669192,476.984009, 
46921,465560.079723,5248247.957712,477.974130,-76.673493,52.801798,166.259685,465559.113557,5248251.973322,477.026001, 
46951,465559.802185,5248248.588109,477.862073,-76.633170,53.005473,166.209868,465558.521278,5248252.654737,478.208008, 
46981,465559.664779,5248249.257614,477.800683,-76.890125,52.550296,166.371080,465558.285682,5248253.667466,478.947998, 
47011,465559.394647,5248249.955074,477.729765,-76.965391,51.925176,166.565218,465558.177162,5248254.468291,479.243011, 
47041,465559.008960,5248250.585078,477.597535,-76.296670,53.038712,165.997749,465557.939486,5248255.125393,479.278992, 
